v_c,v_m,F_vmax,epsilon_B,epsilon_E,E_52,t_d,n_1,D_28
5723742221.6647835,2789027865452420.5,40354.485517953224,5.63981065663793,3.3927731566581896,98.54077897195184,14.542796856715837,0.9303683926789053,24.80494672355807
12902304697.28994,2429720526919278.5,1311.3530078764272,3.1390385133902816,6.799270311003322,47.9083895129823,26.055425530232462,1.0649927049921706,85.71919410103843
5531880727.304465,53891440732542.06,8734.181065348137,8.597741936284955,0.6658690102395808,31.281480841521798,18.084743289620608,0.8139814765905035,32.2833527828281
12363920614.94045,3635033973564959.5,1476.6663720183783,7.438390945858116,9.140221545003723,7.4404475336635985,21.17772171859109,0.8575311562282765,37.41423598488278
4112200838.620151,1273578582965274.0,1959.8909535312357,6.887537713044538,3.5562407067919986,65.25497502572736,24.328396019233015,0.9116537228686618,95.79893416373977
2970001856.080817,9402991486800206.0,21627.505037802097,6.9722766698502125,9.450861033417395,70.50274596511652,24.334808133754823,1.1921424309239128,32.153024730083544
9422696363.687645,1.0103677842483738e+17,517390.9015794443,8.329276878534294,4.298968982707386,85.45678169912172,1.9778830254194717,0.9168621632010142,7.085786343679836
23701512762.808327,5203468302848620.0,1651.0764400219807,1.975746267544703,6.905052488401032,93.3705112714178,17.136583553536042,1.0254723456611532,94.09821858522126
1854204353.9023306,242350591994585.53,745406.0010573231,7.876949950982822,4.038876965991764,45.69115644703846,80.91544449552919,1.0832713354276484,4.438025667231671
3896635007.486974,1.1607564946550483e+17,7629.956931080189,9.159500521490141,8.836541051344405,97.24159130389486,5.078165348786248,1.1248300270144398,67.08122752031947
9418661460.803709,2.624251894101031e+16,9439.365383109305,5.470154743686587,9.350945410919241,52.091426929321216,10.091960496840283,0.9772468085404832,37.46355957879098
8801730859.7487,2.444276616143984e+16,7752.967751168722,8.743779486800102,8.948327507366297,13.267329646420576,7.395480591973506,1.1977658434088116,24.681519542384198
4303248176.207147,5947407322323.054,2197.0977174426316,3.8854349040227545,0.5717383961552529,80.7724918102581,67.53500967928879,1.109204674662915,91.62547515210576
93884755898.57649,5.726633615662444e+16,1659.8998288793864,1.7673065891571573,7.791929380179777,53.20299291143414,3.250321362434381,0.9308284627041612,67.24636636161495
31544387660.58414,7.24447572486713e+16,3379.906739210557,5.125930056946452,7.591838229272489,16.88318446329143,2.610859714126213,1.110871174508623,36.210144690516834
7526275871.185827,4.4922666705671155e+17,4238.3729947787515,9.939099478207671,8.810948698778736,66.33814614624188,1.8564071707010934,1.0316794762557793,74.25084195731083
76081415218.32689,1192037154508173.0,448899.66583269835,0.9391844499648174,6.332053452368315,52.62564976570663,26.288487124988993,1.0482800223174946,3.5770704015210546
20198183639.698658,7.797597789054963e+16,27230.380663559165,6.346350992571683,9.716445628863001,19.287363235387804,3.877497852422176,0.9668366470083307,13.892333919957833
102317200449.47366,12627569202418.545,4470.003037857923,0.6141797753108752,1.394342925028058,39.58678638955009,57.210812432559074,1.1520137622093936,28.625682891784983
6565501837.1229315,3.820771674863094e+16,7022.790247288154,8.876527606839973,4.455058463001094,67.32990668379485,3.7420027051027174,0.9796594225650805,55.76671364282138
6252190842.846395,1006169010510267.9,3500.9111894145803,4.4995235514254945,3.986181017400852,79.40892956935606,30.706048032544643,0.9162945654354251,71.17719624117397
12046785943.766499,8.811696631219691e+16,4979.260899770349,7.170992524343991,6.446659357309805,38.8709897707063,2.7209765504167702,1.1348761439553592,49.49469301923014
2504447651.477353,77177796300100.61,2767.2758502273127,7.423543566558489,2.5629095694370156,40.15059675461998,88.85198205227033,0.8923913478716012,64.09258255646785
149655578144.2597,8.303497376008813e+16,1083.2167161641762,1.6172684804400899,5.888141096933407,58.20382249900479,1.746993771143399,0.8699138379155894,83.72957432693332
118824064840.53941,8027636506557692.0,4161.929603784751,1.0090444409967423,9.65648144071436,36.40440109126983,11.721181187045739,1.0852537193702647,31.73118689774166
2065543306.7736855,36036115256626.375,23575.595769086773,8.700618886758821,1.8439109372532079,24.116710328401872,84.66435100481748,1.1271842592991357,18.77198952203449
7437975133.311754,439325835125066.2,12912.392860906908,4.265590232811737,1.488696519503101,94.63047418051798,14.94412031782422,1.095694940451285,41.747039477017005
8749209380.605648,415367242278181.7,2632.7705613864096,5.140275959948398,0.9597182236672822,72.75479242285394,8.42240415246481,1.0697109955855182,84.42748702107617
24846694557.401104,1.5306413466022856e+16,7864.765971029727,3.4300250963325634,5.277456530643342,65.06525393996525,6.215116952790958,0.8506481841204592,39.42664517097275
2642136451.371834,1200769394816201.8,138894.46757415115,5.353190290824817,6.828702799484576,96.8486588118692,63.332973209071234,1.0534835419787698,13.496177566992216
6558213856.858384,102300330461831.3,137.67460187369795,9.364264802302776,4.101516135375857,2.5720784650199553,59.59050671602411,1.1604782751947513,82.30746192454347
233826215233.95486,1.1757902258629682e+16,286.06550036268254,2.6657155720855754,2.4662937470614557,6.471618846100468,1.1447183793110967,0.9747518253945675,63.33547027573788
64214726851.839516,6.9833854370667704e+16,3038.1625002871065,2.8122877407134528,8.707952465408253,28.61926326749704,3.135691743992004,0.9411169339340545,41.05782160218249
685390402279.0243,1.6023820915315968e+16,416.73274720430146,0.6737306647718073,4.834702538278663,21.790692750993497,2.1651333233488232,1.0370947430412294,69.33926495899908
230686576461.4066,731140612629682.9,1570.7264132179873,0.4909067200984173,4.938931448000531,48.84953401620317,20.545328836920113,1.0741284343562876,49.84138240468693
30663356228.014046,247032148494634.1,139.08734930269753,2.9704745669167822,4.463476569121192,6.647228664944851,34.68439191306535,1.1327079964652556,98.19938952219357
26282436057.368187,2.7412544424673652e+16,201915.64347510212,4.334495139447747,3.5395824262877604,57.009815571575174,2.559660876706076,0.9423762534377109,7.922767116630231
4412988087.799299,38780509645165.98,1546.394991037396,4.302277725796038,1.5044321620400465,55.651762514831084,64.22885250679819,1.146776547768353,93.77129165215186
6589952337.955172,8.108518602614496e+16,2661.675547349666,8.493285384729912,9.719619874967728,55.43168066882987,5.921510730331518,0.9136347958401901,79.88401702144708
21150356469.880486,35149040028821.406,1017.1376701356074,1.9098146597921812,1.3437234990867652,42.56863831892372,41.1542288369922,1.155598915389152,82.69912972094693
11580863162.191172,4513996138258679.0,452.5159122588951,8.806361819326233,8.586309979412025,5.855377711141805,16.47157061921638,0.9084124605264627,63.44927863913552
16927160432.164318,1.3569100905402851e+17,3103.6984129150956,8.160612628502713,7.989992150576102,19.585438191386668,2.2568169995943346,1.0291547684348126,44.851202900886754
64014289128.83578,1617790314055279.8,1789.5193728651832,1.5128656609859317,2.8930384095269877,46.2822300142981,8.475764798397384,1.1444312351158679,61.18328731919821
3816381613.1913543,610208577763133.9,3121.9695756486944,6.773142449174113,7.20515996388905,31.55365351935519,79.50647306952689,0.8013100406292857,50.89258774454438
68354304721.51083,2545901972338441.0,7037.406703267616,2.7851841238619195,1.989259545245792,21.807269644723558,3.6260110325960135,0.9556565047507524,23.581943635648106
6654549787.931109,130389250117914.17,2175.3325993920052,4.594958081014938,4.656464052517809,23.130263214992254,98.4731342382216,0.8631247832290457,48.26280835756992
183703698346.57004,4.8381536828379224e+16,1144.2720689225032,1.3080875989160727,3.1469311969157565,80.34009811597944,1.1267723724948773,1.0325387233448127,94.74006185943435
30548678073.490437,1.7316490311747302e+16,1923.0605701983197,3.2110217967025543,4.40949569519376,45.95572423811934,3.924546757426629,1.1437784262121413,70.97672509067095
12444607591.27515,4746265764845492.0,1118.156594924017,3.793731840236508,9.040826851681963,43.449508665585334,25.136795048211994,0.888454570973965,88.58555593668525
23145658192.34477,7.069894052179588e+16,8275753.119981938,4.226232388116925,3.865592082936557,82.15635997022797,1.714460637608811,1.1313052800429029,1.545241882875911
9287245412.433197,3.357398042329732e+17,2488.4570210024303,8.450985207724626,7.903857458239155,69.58246208019736,1.8771653341114651,1.0354155227441586,95.38644638992913
19079248177.42513,765795952916559.4,5558.687221217718,4.806582026277872,0.36355726395321974,83.58043496307658,1.5724805754142397,1.1713940442204767,62.64658182719362
5858044374.767388,108908051279772.92,167.60604934183536,8.571752748630749,4.364241610519669,5.104698360302119,75.75911044506334,0.93390817802341,97.3598718446711
12445119004.562277,6.094720320176172e+16,3642.210957571128,5.500388623543056,9.634878914698973,45.72201243693925,5.744452402863749,1.0377378593551494,57.43765747334196
26267122014.694336,6.7400404052876776e+16,1148794.768984536,4.1097236682472005,5.024033048065211,85.8126521377852,2.523478075262532,0.8384108891470703,3.9054237510240437
24921595393.426197,5.92553812449544e+16,401731.9598312166,4.846654400788131,4.329095740430445,44.072272703816864,1.9076416381359107,1.1073724746640587,5.287432285238557
463999562117.45685,756544663863934.4,999.9301511891816,0.2852444327121148,6.502689706608343,72.78009430867012,27.62024291074757,0.8519230608676115,62.8235127792113
7660870584.762736,39353724485326.87,777.1705173909376,7.471761933697212,2.8313473915956147,4.481435886699968,76.71205649975603,0.9307020980289766,40.898295418808374
72685460304.81752,2828457594871695.5,1784.1707918865695,1.2671068102511798,9.941032310783346,30.5407824455125,24.851726439863384,0.9453182004099175,45.39583624452884
9142836178.91152,1717666647777029.0,828046.8658068357,8.680739777038475,0.34265386985636304,95.58080285361234,1.0799590969326942,1.1364719708818245,6.315141521990059
5859760427.549094,5711759453569256.0,7349.136841188243,4.890675274856977,7.446783367706523,79.06576434096061,22.793657856298058,1.0035278099569087,51.20318442644745
8126900241.204556,8778226705375295.0,4359.217045594006,6.046870936742545,5.230558997190267,50.391902941289274,9.870519284680475,1.0018262489132803,55.94396658948418
4232220341.4842925,2881672175669536.5,25726.76970158169,6.216082030059292,9.49797769184277,49.8222601161982,46.199978049592296,0.8580009949751561,22.18025619804329
13379669928.50499,9311893978502002.0,8385.742437008555,4.503191868468842,7.421407898849479,47.03932727977289,13.402942139568404,0.8410214352393866,34.65277455582473
9635811539.1917,5.65672752791598e+16,945917.9507777416,7.700060043655777,3.003131535132598,95.9646428202026,1.8274296083960107,0.9902807685815579,5.551218844679954
78372087665.79066,3.7586574088279624e+16,727.0978283658168,3.3499584191188525,5.652492511470803,17.54378896107282,2.398477634633417,0.8661910461476187,67.23956461746205
66104010183.70452,2.1418430744134618e+17,844.5324094733023,4.331500878518928,9.001742085964496,20.02032567355546,1.5917080297988406,0.8026220278466758,69.72863576040076
21211651922.70482,3.393590501422304e+16,78369.75878854452,3.050659773368802,9.635577506575181,54.40325061277148,7.390153978119079,1.1914050612880105,12.065569244934613
7894818384.333312,698160497558592.5,1220.8903248575052,7.475791853247552,4.27004491696972,10.84148780402889,26.188161401458046,0.9929762742748172,51.58833321301422
2211549950.2166047,604370669249453.5,4574.468002640634,8.976331564497537,6.560940052098721,34.66762271712719,80.04669269935086,0.8617572684295529,48.151412642643464
13037826670.464603,1.1520533575537482e+17,1857.1090806294542,8.207289927618826,6.784177185095136,42.03874295427927,2.6154569905460923,0.8399631739988288,80.85697726767013
2788429958.341701,1766022888261929.2,773415.2979243259,6.780521743163264,5.122430106291674,74.59856832213795,33.104340638614836,1.1035744502801308,5.387302938407401
9301260390.156708,116269432272250.08,1547.2224704404669,2.1402993925034193,3.500066383189751,84.02844670775767,86.56484032680507,1.086991718268936,95.45711821506457
5766166854.133031,2786799350228631.5,77167.99972043346,7.550317261766656,2.985575253084381,38.75903383295896,9.908232318588523,1.1517128056423214,12.764139489468377
7559246834.777321,3899299640034426.5,7528.935801738852,6.669849962755014,5.668425749830369,32.102166479613615,16.77872345362195,0.893438187233238,33.83700073726317
4814676796.421946,910857894204957.4,669.2090950086516,9.415563436754947,4.77463320073366,12.375263693262081,28.730053143832304,1.0293941818013588,79.57921702458778
6521857606.636726,2015782053467936.0,33095.805002358546,6.96560188631955,1.9680365531300894,75.44477296391636,8.574214352819785,0.8854065527698212,24.954552789524413
10296945819.040543,2525615262630887.5,2014.313050878116,9.978651371585608,0.7266653015146357,33.64904203796361,1.6831876024173724,1.1053376107138368,78.11976191711203
2916850843.463756,6375826728849823.0,2937.927370334409,9.229478128103361,6.922159281323701,59.5410556437131,21.60456746632598,0.9204554469204984,80.60816956056554
37995118147.65998,1.3886781541938794e+16,16034.850556451607,3.3250379006850093,1.8200962391037272,87.2557949428506,1.7505382214699479,0.9483270232596945,32.602410049122255
43494972052.75008,1052047034774107.6,2404.897779868786,1.4835129155051878,8.707534410349826,24.938629456591908,39.67114206172839,1.0922299162849887,38.10532525050024
13647214295.859873,2.8760736801816016e+16,27120.729465931814,5.476848660724678,3.1785533876076255,81.52642123814921,2.61596714599104,1.0569594120557702,28.20603953771617
48315691036.614136,939478054909690.1,332.0325570489038,7.154261862730695,0.48236943924777853,7.816959680692582,1.036810592051772,1.0257928596064565,83.75892012954192
4650858230.629681,3805159564967957.5,6791.601178187189,8.482059541628477,6.495283138067899,21.268688489457322,19.314321095408093,1.159494275550234,32.867985877697194
19972797879.730495,5.785164044740174e+16,714.9608264101431,7.502408210044381,5.475995694693684,14.854568928219221,2.134734309901679,1.1682125818218467,82.25567835114214
8521437526.513497,93661199561897.1,4200.491633843088,4.688374244197543,0.8214597339360332,47.692973417512164,15.565056106504109,1.1455523686573352,53.800062376620204
15507229318.791603,6.823440568247668e+16,2379.9245555836933,8.418202085927607,3.5334768953661673,33.521979729939076,1.4533391462339638,1.0212973825437806,67.40195117501723
37586547510.54217,19362997946737.766,3209.916772855992,2.152650477448253,0.6103692728140044,27.079256264007814,19.139406708514922,0.9990528131346437,36.88997104464753
5919018717.619919,2.4256741526858624e+16,161987.62100315944,9.805329994809163,4.51422822844692,49.492466443554406,4.809944333258573,0.9628999311784544,10.162155123862934
36720152964.45028,6.214958649357047e+16,951.01453601362,3.051695036313675,8.58849197602966,38.297170025305164,3.7677571141873476,1.1482138862703903,91.05988301416814
10443616701.70244,1168083626464944.2,3767.6017541525284,5.971115868753818,2.9380933754977003,19.57055062784106,12.751881044739022,1.1216075993537795,38.4538192234119
5782517914.981993,409499685381240.5,8284.127123853192,4.573299625253202,2.990431487019243,53.664788109572996,33.62784390524302,1.1238492830817237,40.19315582547866
136581636597.81201,7536031652542111.0,1010.9558263029415,0.6380934442850544,9.836845207119602,95.35189494735275,14.826332926924726,1.0314863602825048,91.74488487373442
16226822995.49075,6.497257691652395e+16,3935.433455766415,5.843161178683128,6.028929042899802,52.75243842084774,3.1529242799177952,0.9134408421629803,58.36512212215101
23293585745.57425,463362311750483.44,2665.8032741491375,1.3547089481173527,6.948126249888074,94.74670478875765,76.78264560403767,0.8618760728189777,64.99606393302865
12022647074.487518,1.4406208075745884e+16,14638.810344515174,4.20402375320155,6.239958274301959,90.56337823355915,9.667888232059688,0.8804887394360454,36.18403538793352
20898930524.30171,2.140757416543531e+16,3852.784867178354,4.634087721016157,6.3120566162709615,34.46636917461552,5.643554305764596,0.9285797406648699,45.18066244174713
49309255260.70457,2.2947120602298044e+16,132143.67855884484,3.2726442525173107,2.785091752356902,55.942240374161045,1.8942181740651363,0.8984671355447666,8.936003342345831
42134908434.63779,2356886261193642.5,287762.1784775172,1.3807058621230217,9.178523981396976,69.21872761655426,34.10590227965949,0.812911708774489,5.294530190730306
64809881967.82293,221628310298902.5,19255.214317087393,1.3107336582631908,3.666353667387988,23.174972978499422,33.11235866410319,1.0021810325181346,12.31819117862636
4993324760.002136,382773602624748.2,212449.55401975388,5.383814418178554,1.9458464347039723,62.33470400413396,22.014390312214065,1.168478020301765,8.997275908615295
31561584806.590664,1.825754679028088e+16,2078.707700861219,3.202478762510711,4.357093376420322,44.12806473203878,3.67522973864744,1.1721302856172497,67.26244339459582
2570230162.4259176,630979567121261.1,22886.166749615408,6.948826854062419,4.0319579493595885,56.12679223424214,43.81487760070134,1.1564546329067271,27.65380826199639
3378979302.2869806,3148651747715509.5,6923.937387732038,8.588232463251197,7.793320061484661,38.413319101962834,34.16583530419756,0.8763661758445727,40.91740127395589
17302508231.552795,6342389178684142.0,14915.159540806662,2.624697133734553,8.515219110254643,73.67478552689447,20.174762983391428,0.9518581732870857,29.305874889274634
13626779687.379889,126238393404796.4,71.61571740838838,9.036066767180392,2.716067312301343,2.267441805232806,28.327929310355152,0.9101770760267075,99.93936254769133
9605453596.050747,1.0174080928726266e+17,37675.09427460602,8.98439797623575,8.568602411398635,23.601519740788476,3.298193141678484,1.1830535071037875,14.988649200949421
4675296415.173324,2.219367269449343e+16,665343.1808871824,8.593295552050135,8.531269804263985,35.69486696488917,10.233806329555067,1.1994813770688086,4.3527596389825485
2944588675.8095417,407654950463658.6,74441.37572692762,5.60558410067791,4.130917001520102,98.87083255835296,68.07898470112721,0.8421068243303055,17.81641243827917
6502281678.775279,2.1347928456236716e+16,4301.424947887185,6.025594506620916,7.80579047074987,78.22975905008113,10.765294016609378,0.9673846396203617,69.49858085341833
6838859812.82277,4.132112893697688e+16,12712.603635219195,9.842775920494015,2.6536862773662095,63.14988985208112,1.8034244563523139,1.1980319201247338,43.31735047732877
50397829782.42477,1.3070295954108248e+16,7388.100829431346,2.5354810159430157,2.538134735750586,96.7505442065912,2.685244152974244,0.8232709401708385,45.62022589104291
1682592459.974331,710551922330081.9,22854.58313686114,9.296109495056935,3.682501021925719,99.25416047745577,47.79617870769744,0.821981478423037,36.33915849701936
2691738409.1752157,3591519902631027.0,2475.913015787737,9.4033660135034,4.055659893021583,64.34857152602166,16.03567232378527,1.0829112352253514,95.51402501503365
6390597744.721247,69121660518527.77,915.4128020412076,9.429162592186447,0.5573880473011568,27.083284362793645,11.878879639282435,0.8135311556514067,94.94024434340797
93959457056.771,1.4501685496393448e+16,1183.068330426447,1.3855317592450345,6.021308408723809,63.57326478713586,5.634504697067232,0.930965115519959,81.93437757610812
12544671351.278307,7.439806248078269e+16,4543.401720731761,5.7500811996758845,6.238843645241303,82.27053258251696,3.4779263781002054,0.922807601050921,67.73672779322298
6370278491.186643,9576444005541386.0,19896.393339216884,9.558601635632696,6.550706805278294,20.16822068914271,10.794070564834248,0.9720472654420503,18.435859566728734
61307730806.17333,1.227063451709392e+16,743.9252333557225,2.957865791801841,3.234930457890442,26.957704765541862,2.661004533023155,1.0221545394931095,83.25242844876682
5481267481.028959,1.4648113477166198e+17,33433.65642464866,9.758655720935424,5.201811652042782,88.32679320145633,2.122083282697142,1.180240000980465,31.404415751050184
145687983317.85303,7.301311397736466e+16,10070.879449287286,1.7750705729829181,5.942417024074182,28.993632088139396,1.5755767877078661,1.159432572936048,21.31470057351527
39295676236.97189,6.504005302882438e+16,821.5793191777047,6.91550106556975,5.10138223100881,9.25671872875926,1.4932758431762863,1.0162135111062833,57.31948522166775
6713584530.693468,767724695889432.9,32258.429226526754,4.2358628650396195,3.742816063617898,70.07518368789736,31.784319781991087,0.9774800047300772,22.050543545387693
84182835347.5497,6260847390420280.0,1631.0838640128486,1.9242187148578662,1.8747400412710233,57.78033475027899,2.249541769288842,1.0539536352996155,74.49329917150885
97532055222.5174,8.911840795967451e+16,2928.943611205468,6.136373147344791,9.899683331986356,2.3532199161185696,1.7835753155077179,0.8889385960191004,14.367062706640736
2205556245.9354315,9278548198857.98,2193.691130527339,7.100610071981346,0.6710755249994235,75.05282536764267,74.16163937281226,0.8672193241373937,96.63807682910787
21332545035.98091,121889161316262.73,1796.496239365573,1.7166430422610273,1.8268509187485593,79.4654702526392,32.148704264932256,1.1133459429620969,82.01625466250266
9307027936.89298,61524274435194.85,3310.025624210494,2.900542649961409,2.287301959262827,40.984158737657964,65.36551183408002,1.134622828770328,49.707437549854454
7584901563.021293,2.137296594042386e+17,2939.3200968801116,9.988398974283882,8.982815922895279,61.40409712157195,3.05108601991155,0.8238423100652453,81.19075293728721
3082346720.550475,2.7914246393683828e+16,8055.684550073387,9.62009496170248,6.575073928490217,97.1568900114705,8.997416128736182,0.9929274808248891,64.03333796651052
11085136968.847694,4.5966064543095384e+16,2118.9597986258495,8.015699039931826,4.206837314708562,44.705148553415455,2.584236723204523,0.9985404868032853,81.02900862235504
5906579135.781544,3608689349347920.0,301152.3318374109,5.7381264480675425,6.300757243840555,39.56559189054592,20.74450910548907,1.160812700408659,6.107241972030861
14972708776.427166,1.869111184528783e+16,36182.10112248113,5.921235132027842,8.130989328698343,26.23485075132314,8.579223253325067,0.8342220063705784,13.31411295701554
1063932879061.5964,5.7885921453483816e+16,397.28078009996653,0.7997350625690473,8.381483410054637,11.876816398997263,1.656448162354272,0.8000025699620479,51.28696106370603
16860037140.079332,2.0787192570451116e+16,153132.7469455058,7.986847887380885,1.469519108276983,40.67642744963375,1.0443812500805083,1.0885319556633717,9.281920755786292
7764674983.990891,1.0886288710677534e+16,75948.57935755963,4.678527956368707,6.705360921816113,90.79393562805342,13.302958642032298,0.988721772505559,16.817474112400095
66324750902.51257,1474968504124151.2,3809.000142727043,1.9778266055348372,1.9725802993865909,32.08777795073536,5.235404966615627,1.1291739551592348,37.21327907725881
5659401741.4887495,1.0994566107493786e+16,2213.685716719506,9.045176114636583,9.072443554497358,20.29533254656138,14.952068338362134,1.0067438300269558,55.165866994191326
4143386900.012582,217462918871113.25,37178.151143322146,4.816310456230168,2.8056028725434063,69.34507912092195,52.192095295398545,1.024769934223663,21.34988226424166
92773435139.10857,1009150201677887.1,869.6820151416101,0.5646362379955917,7.754672128595764,90.03764481493317,38.85332950713472,1.1597404944308338,95.9976393297781
